City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
391,maitum,6.0392,124.4986,29.73,71,48,2.54,PH,1715060963
392,namibe,-15.1961,12.1522,22.76,67,7,3.29,AO,1715060964
393,tamanrasset,22.785,5.5228,25.95,24,59,7.72,DZ,1715060965
394,mendi,-6.1761,143.6513,18.19,84,100,1.59,PG,1715060966
395,floro,61.5996,5.0328,9.99,93,75,4.63,NO,1715060966
396,kanniyakumari,8.0833,77.5667,32.04,63,92,7.43,IN,1715060967
397,wendouree,-37.55,143.8333,18.04,54,0,0.89,AU,1715060968
398,waynesville,35.4887,-82.9887,15.07,89,97,0.89,US,1715060940
399,cabo san lucas,22.8909,-109.9124,23.67,59,100,3.87,MX,1715060969
400,conde,-7.2597,-34.9075,23.7,100,20,0.51,BR,1715060970
401,mindif,10.3976,14.4363,32.24,18,43,2.11,CM,1715060970
402,gabes,33.8815,10.0982,19.98,34,40,1.54,TN,1715060971
403,lensk,60.7253,114.9278,9.01,69,43,6.74,RU,1715060824
404,simplicio mendes,-7.8539,-41.9103,22.51,64,91,3.46,BR,1715060973
405,tabas,33.5959,56.9244,28.65,25,100,4.37,IR,1715060973
406,sechura,-5.5569,-80.8222,20.66,78,69,6.95,PE,1715060721
407,raahe,64.6833,24.4833,2.05,81,37,5.34,FI,1715060975
408,nguigmi,14.2495,13.1092,29.99,19,83,4.4,NE,1715060975
409,colonia,50.9333,6.95,12.22,90,100,1.03,DE,1715060822
410,kachkanar,58.7,59.4948,2.83,69,94,6.06,RU,1715060976
411,mamuju,-2.6748,118.8885,29.58,75,81,1.46,ID,1715060977
412,taoudenni,22.6783,-3.9836,27.48,10,0,2.04,ML,1715060978
413,ducheng,23.2373,111.5317,30.51,64,76,1.85,CN,1715060979
414,pemangkat,1.1667,108.9667,29.94,68,34,4.04,ID,1715060979
415,mugia,43.1041,-9.2179,8.84,89,19,3.2,ES,1715060980
416,deder,9.3167,41.45,20.02,60,76,1.58,ET,1715060981
417,bermeo,43.4209,-2.7215,11.97,87,72,7.38,ES,1715060981
418,hagi,34.4,131.4167,18.05,77,45,7.04,JP,1715060982
419,al faw,29.9776,48.4741,27.0,45,52,3.8,IQ,1715060983
420,seydi,39.4816,62.9137,32.98,19,95,7.23,TM,1715060983
421,sarrebourg,48.7333,7.05,10.34,93,76,1.07,FR,1715060984
422,talcahuano,-36.7167,-73.1167,10.82,93,100,2.06,CL,1715060985
423,alo,7.4178,6.7371,26.15,90,100,1.49,NG,1715060985
424,shahrak,34.1074,64.3052,18.9,28,3,1.54,AF,1715060986
425,ad dabbah,18.05,30.95,30.62,12,0,7.25,SD,1715060987
426,mil'kovo,55.6078,37.7956,1.01,97,100,4.85,RU,1715060987
427,zaozersk,69.4005,32.4476,-1.46,65,97,8.51,RU,1715060988
428,shibushi,31.4667,131.105,22.52,54,100,4.77,JP,1715060990
429,yermolayevo,52.7167,55.8,9.75,47,19,2.15,RU,1715060990
430,cole harbour,44.6724,-63.4751,9.85,92,100,3.09,CA,1715060863
431,ad dindar,13.2,34.1667,34.5,14,1,7.88,SD,1715060992
432,springbok,-29.6643,17.8865,14.05,35,1,1.01,ZA,1715060993
433,archangelos,36.2149,28.1149,16.99,51,0,3.62,GR,1715060994
434,buka,40.8108,69.1986,29.43,26,55,3.01,UZ,1715060994
435,yelizovo,53.1873,158.3805,7.08,53,40,7.0,RU,1715060995
436,zhaotong,27.3167,103.7167,20.32,51,100,3.17,CN,1715060996
437,guatire,10.4762,-66.5427,27.33,96,98,1.41,VE,1715060996
438,aginskoye,51.1,114.53,25.34,18,84,5.16,RU,1715060997
439,midvagur,62.0511,-7.1939,5.46,81,75,0.0,FO,1715060998
440,buala,-8.145,159.5921,26.41,92,100,4.03,SB,1715060999
441,ciudad bolivar,8.1222,-63.5497,28.33,62,100,4.2,VE,1715061000
442,mount pleasant,32.7941,-79.8626,19.74,96,0,2.57,US,1715061000
443,leticia,-4.2153,-69.9406,25.03,100,75,0.0,CO,1715060883
444,pointe-noire,-4.7761,11.8635,27.04,94,100,1.03,CG,1715061002
445,makokou,0.5738,12.8642,23.91,91,79,0.02,GA,1715061003
446,khurba,50.4072,136.8819,11.03,34,8,4.92,RU,1715061005
447,rapid valley,44.0625,-103.1463,8.53,60,0,14.4,US,1715061005
448,geraldton,-28.7667,114.6,24.23,35,0,8.23,AU,1715060858
449,brokopondo,4.75,-55.1667,25.19,90,100,3.22,SR,1715061007
450,santyoku,37.4406,129.1708,11.18,90,100,5.47,KR,1715061007
451,yeed,4.55,43.0333,28.48,67,89,6.28,SO,1715061008
452,mbalmayo,3.5167,11.5,24.18,97,90,0.59,CM,1715061009
453,krasne,49.9145,24.6134,13.99,89,100,2.8,UA,1715060963
454,labytnangi,66.6572,66.4183,-8.68,92,76,5.39,RU,1715061010
455,ghadamis,30.1337,9.5007,26.45,26,99,8.66,LY,1715061011
456,corinto,37.9407,22.9573,21.24,56,55,2.75,GR,1715060825
457,princeville,45.7668,-61.2985,6.82,98,100,1.54,CA,1715061012
458,copala,16.65,-98.9833,26.38,77,91,2.52,MX,1715061013
459,fort frances,48.5999,-93.4003,13.71,46,0,6.17,CA,1715061014
460,amga,60.8953,131.9608,15.37,43,98,4.94,RU,1715061015
461,babu,24.4167,111.5167,28.62,71,89,1.15,CN,1715061015
462,kone,-21.0595,164.8658,24.12,60,2,2.64,NC,1715061016
463,banda aceh,5.5577,95.3222,29.74,72,99,2.65,ID,1715061017
464,yeongdong,36.175,127.7764,13.32,95,100,0.67,KR,1715061018
465,chernyshevskiy,63.0128,112.4714,1.33,82,100,6.97,RU,1715061018
466,puerto baquerizo moreno,-0.9,-89.6,22.99,89,20,3.19,EC,1715061019
467,vytegra,61.0064,36.4481,2.75,51,100,1.33,RU,1715061020
468,sandpoint,48.2766,-116.5533,6.18,86,100,2.57,US,1715060742
469,telemaco borba,-24.3239,-50.6156,16.49,83,22,0.61,BR,1715061021
470,bairnsdale,-37.8333,147.6167,17.25,76,0,1.79,AU,1715061022
471,champerico,14.3,-91.9167,29.35,77,77,3.41,GT,1715061023
472,arish,31.1316,33.7984,19.5,61,0,4.56,EG,1715061024
473,fortuna,40.5982,-124.1573,9.34,94,40,0.0,US,1715061024
474,turochak,52.2576,87.1224,16.69,44,4,2.57,RU,1715061025
475,kill devil hills,36.0307,-75.676,22.03,86,100,6.17,US,1715061026
476,varena,54.2167,24.5667,3.55,96,100,4.06,LT,1715061026
477,sorong,-0.8833,131.25,27.46,72,100,2.82,ID,1715061027
478,margate,51.3813,1.3862,11.29,94,100,0.89,GB,1715060759
479,thinadhoo,0.5333,72.9333,29.51,74,71,4.69,MV,1715061028
480,ulsteinvik,62.3432,5.8487,10.14,92,98,1.13,NO,1715061029
481,fuyu,45.1833,124.8167,22.89,14,2,4.67,CN,1715061030
482,pangody,65.85,74.4859,-4.66,81,71,3.7,RU,1715061030
483,edson,53.5835,-116.4356,7.06,93,100,1.54,CA,1715061031
484,christchurch,-43.5333,172.6333,8.36,70,47,2.57,NZ,1715060917
485,kharp,66.8014,65.8081,-9.05,79,75,3.67,RU,1715061032
486,alofi,-19.0595,-169.9187,26.94,94,100,2.06,NU,1715061033
487,mocorito,25.4833,-107.9167,22.89,42,97,1.16,MX,1715061034
488,kumagunnam,13.1551,10.6342,31.04,27,54,0.92,NG,1715061035
489,chavusy,53.8075,30.9712,8.17,96,100,3.8,BY,1715061035
490,sept-iles,50.2001,-66.3821,5.46,88,20,4.63,CA,1715060988
491,ohara,35.25,140.3833,19.35,90,100,9.77,JP,1715061037
492,kaa-khem,51.6833,94.7333,14.67,25,100,5.25,RU,1715061037
493,severo-yeniseyskiy,60.3725,93.0408,-0.24,88,98,4.92,RU,1715061038
494,galesong,-5.3166,119.3661,32.01,72,21,2.79,ID,1715061039
495,harpswell center,43.8018,-69.9842,8.7,85,100,1.69,US,1715061039
496,san andres,12.5847,-81.7006,29.01,84,20,4.12,CO,1715060942
497,egilsstadir,65.2653,-14.3948,3.95,70,75,2.57,IS,1715061041
498,korba,22.35,82.6833,40.67,16,65,3.78,IN,1715061041
499,kendari,-3.945,122.4989,28.62,85,96,1.21,ID,1715061042
500,totness,5.8833,-56.3167,25.74,88,99,3.33,SR,1715061043
501,al jawf,29.5,38.75,17.77,38,0,3.63,SA,1715061044
502,hobyo,5.3505,48.5268,29.44,65,100,2.31,SO,1715061044
503,peace river,56.2501,-117.286,13.17,62,75,4.63,CA,1715061045
504,camana,-16.6228,-72.7111,19.57,86,99,3.08,PE,1715061046
505,minab,27.1467,57.0801,32.95,23,3,1.03,IR,1715061047
506,cave creek,33.8333,-111.9508,19.05,16,10,2.03,US,1715061048
507,longford,53.7333,-7.8,5.99,93,86,1.42,IE,1715061048
508,cipo,-11.0997,-38.5136,22.06,91,100,1.81,BR,1715061049
509,remire-montjoly,4.9167,-52.2667,27.02,94,75,2.57,GF,1715061050
510,port lincoln,-34.7333,135.8667,17.22,66,0,4.31,AU,1715061050
511,linhares,-19.3911,-40.0722,20.88,95,0,1.81,BR,1715061051
512,okhotsk,59.3833,143.3,3.35,81,53,3.47,RU,1715061052
513,wanning,18.8003,110.3967,31.23,57,99,4.55,CN,1715061053
514,naze,28.3667,129.4833,23.51,68,39,6.1,JP,1715061054
515,gaigeturi,33.4644,126.3183,19.03,72,40,6.69,KR,1715061054
516,krumovgrad,41.4667,25.65,13.35,71,10,1.63,BG,1715061055
517,alpine,32.835,-116.7664,10.44,80,0,2.06,US,1715061056
518,lefka,35.1106,32.8506,20.04,36,0,3.79,CY,1715061057
519,la sarre,48.8002,-79.1996,4.54,82,5,1.45,CA,1715061057
520,hithadhoo,-0.6,73.0833,29.61,71,13,4.38,MV,1715061058
521,touros,-5.1989,-35.4608,25.67,82,58,4.21,BR,1715061059
522,ambato boeny,-16.4667,46.7167,27.04,49,0,3.89,MG,1715061059
523,xining,36.6167,101.7667,20.45,33,100,3.03,CN,1715061060
524,luba,3.4568,8.5547,25.94,79,100,0.37,GQ,1715061061
525,dzuunharaa,48.8523,106.4579,28.25,16,51,2.03,MN,1715061061
526,kolosovka,56.4678,73.611,10.4,60,100,7.86,RU,1715061062
527,busan,35.1028,129.0403,15.99,77,75,6.17,KR,1715061005
528,limoeiro do norte,-5.1456,-38.0981,23.13,97,66,1.63,BR,1715061063
529,kuching,1.55,110.3333,29.15,81,40,1.03,MY,1715060955
530,san rafael,-34.6177,-68.3301,10.51,84,0,2.4,AR,1715061065
531,kaindy,42.8247,73.6759,23.53,44,99,3.3,KG,1715061065
532,alangayam,12.6,78.75,36.56,35,42,1.91,IN,1715061066
533,quellon,-43.1167,-73.6167,5.59,93,100,1.3,CL,1715061067
534,corner brook,48.9667,-57.9484,6.09,98,100,1.81,CA,1715061067
535,baihar,22.1,80.55,39.33,17,43,2.08,IN,1715061068
536,misasi,-3.0,33.0833,21.8,86,39,3.74,TZ,1715061069
537,aripuana,-9.1667,-60.6333,24.87,94,96,1.02,BR,1715061069
538,puerto aysen,-45.4,-72.7,0.67,98,100,1.92,CL,1715060815
539,pontes e lacerda,-15.2261,-59.3353,22.11,76,31,0.4,BR,1715061071
540,puerto ayacucho,5.6639,-67.6236,24.5,96,100,2.27,VE,1715061071
541,gargalianoi,37.0667,21.6333,14.34,67,0,3.82,GR,1715061072
542,vega de alatorre,20.0333,-96.6333,28.14,78,92,5.78,MX,1715061073
543,fort st. john,56.2499,-120.8529,9.94,32,75,5.14,CA,1715061073
544,tataouine,32.9297,10.4518,25.33,17,85,4.13,TN,1715061074
545,tuni,17.35,82.55,33.76,58,24,4.18,IN,1715061075
546,kenora,49.8167,-94.4337,15.54,41,40,5.14,CA,1715060794
547,villa gesell,-37.2639,-56.973,15.59,92,100,6.92,AR,1715061077
548,goure,13.9835,10.2704,29.82,25,90,0.63,NE,1715061078
549,tete,-16.1564,33.5867,21.75,78,0,2.24,MZ,1715061078
550,serres,41.0856,23.5497,18.0,60,74,0.22,GR,1715061079
551,farmington,36.7281,-108.2187,8.89,47,0,2.06,US,1715060825
552,jabor,5.921,169.6434,28.23,84,97,8.58,MH,1715061080
553,la rioja,42.25,-2.5,5.88,87,23,1.68,ES,1715061081
554,tarawa,1.419,172.984,31.05,74,40,2.57,KI,1715061082
555,ar ruways,24.1103,52.7306,35.19,39,0,3.35,AE,1715061082
556,las khorey,11.1595,48.1967,31.4,69,18,2.78,SO,1715061083
